product,0
GALAXY_SOUNDS_SOLAR_WINDS,0.5032024422038424
GALAXY_SOUNDS_SOLAR_FLAMES,0.48880634078876034
TRANSLATOR_GRAPHITE_MIST,0.44874628609595046
SLEEP_POD_NYLON,0.4405702062226664
PEBBLES_L,0.41940108699528283
PANEL_1X4,0.41826373771500147
UV_VISOR_YELLOW,0.41703622497003284
PANEL_1X2,0.4094037358040427
ROBOT_LAUNDRY,0.38892600681943745
PEBBLES_M,0.3605974256796477
ROBOT_VACUUMING,0.34830781866651417
UV_VISOR_ORANGE,0.32691662910104174
OXYGEN_SHAKE_MORNING_BREATH,0.3215796731385138
PANEL_2X2,0.30813235735563105
OXYGEN_SHAKE_MINT,0.30529097567448904
SLEEP_POD_LAMB_WOOL,0.2894619971900893
PEBBLES_XL,0.2637809190757672
UV_VISOR_RED,0.2585967704208591
MICROCHIP_OVAL,0.2555878772265526
TRANSLATOR_ECLIPSE_CHARCOAL,0.2527240799665263
MICROCHIP_TRIANGLE,0.2443399342677247
GALAXY_SOUNDS_DARK_MATTER,0.23866995097171712
PANEL_4X4,0.23514440757353014
ROBOT_MOPPING,0.2194129812469279
SNACKPACK_CHOCOLATE,0.17316906268735135
ROBOT_IRONING,0.13833962457053758
OXYGEN_SHAKE_GARLIC,0.13578756190604307
TRANSLATOR_VOID_BLUE,0.13306026685363356
OXYGEN_SHAKE_CHOCOLATE,0.11379929253511398
SLEEP_POD_COTTON,0.10872630837415806
TRANSLATOR_SPACE_GRAY,0.1067871052944618
SNACKPACK_VANILLA,0.09962330625238577
TRANSLATOR_ASTRO_BLACK,0.0967682053502837
PANEL_2X4,0.0864324994964643
SLEEP_POD_SUEDE,0.08428639557816459
SNACKPACK_PISTACHIO,0.08301893761327743
MICROCHIP_SQUARE,0.08177546671231738
ROBOT_DISHES,0.07019497033798158
SNACKPACK_RASPBERRY,0.06637875336485423
UV_VISOR_AMBER,0.05749433054488421
GALAXY_SOUNDS_PLANETARY_RINGS,0.047676724860957254
MICROCHIP_CIRCLE,0.044013150335936196
SLEEP_POD_POLYESTER,0.04080753043629849
UV_VISOR_MAGENTA,0.030869812029752062
PEBBLES_XS,0.024232064258640457
SNACKPACK_STRAWBERRY,0.023776446821165337
GALAXY_SOUNDS_BLACK_HOLES,0.009176546980712729
PEBBLES_S,0.006323702293533042
MICROCHIP_RECTANGLE,0.0032104631300951935
